Id,SalePrice
18,359989.0
39,362125.0
1001,259998.0
2442,241035.0
616,118823.0
2680,68128.0
1414,114694.0
289,124764.0
40,247948.0
860,129543.0
409,143465.0
673,154087.0
2427,172299.0
2036,209966.0
2564,143167.0
642,176886.0
1008,185191.0
1908,160310.0
2519,233597.0
1369,98669.0
2855,169875.0
712,77236.0
1943,98887.0
1958,135051.0
107,175084.0
2295,213605.0
704,108747.0
676,121664.0
259,187744.0
93,303323.0
106,240923.0
2315,184069.0
1050,104053.0
1095,201756.0
2709,150880.0
758,177305.0
1496,166514.0
2370,143249.0
2458,287388.0
2733,135353.0
161,281706.0
726,158955.0
845,210338.0
947,262994.0
2232,120239.0
2563,156727.0
2299,156665.0
211,87925.0
605,179259.0
1478,197251.0
2247,297011.0
2274,232906.0
2869,217102.0
967,217069.0
2656,89450.0
667,245565.0
1042,133803.0
2023,164128.0
2447,387624.0
2055,122466.0
2275,260756.0
2204,153390.0
1563,281306.0
483,225883.0
796,126203.0
1526,138065.0
2042,176361.0
442,332197.0
1693,291096.0
1468,222954.0
1430,177168.0
2605,201042.0
1529,173322.0
335,134731.0
1287,127085.0
31,126938.0
1785,285519.0
82,168497.0
2620,116354.0
252,196992.0
721,64452.0
2165,173997.0
2316,182095.0
775,127615.0
1558,103259.0
17,219662.0
1022,246244.0
925,103719.0
438,265240.0
1270,143892.0
1272,114885.0
215,133725.0
266,230342.0
2402,261550.0
1250,134029.0
1984,131100.0
1279,145823.0
377,271774.0
1252,153988.0
2156,283715.0
499,334600.0
1374,102718.0
2898,276155.0
401,104629.0
2721,174735.0
2078,242613.0
2589,104466.0
1946,257252.0
1334,116820.0
2781,227813.0
431,385621.0
576,225826.0
1474,217487.0
2254,143877.0
2155,304672.0
885,108203.0
643,131455.0
1944,119062.0
480,196634.0
2845,84650.0
2387,285461.0
2407,196550.0
2527,172124.0
2514,158860.0
629,177896.0
80,205235.0
1876,141050.0
1546,118775.0
2518,178200.0
2347,175212.0
783,199564.0
1322,37934.0
194,53314.0
1770,301162.0
2143,128187.0
1229,222057.0
511,310158.0
46,221252.0
1348,175729.0
2465,192215.0
387,234000.0
873,233082.0
1918,121415.0
2764,242026.0
2184,107544.0
934,157403.0
1920,129045.0
2631,162959.0
1768,538300.0
2040,105314.0
1749,216414.0
834,226955.0
1457,241223.0
79,124269.0
2302,110070.0
1817,128789.0
2755,233179.0
359,175823.0
2059,103071.0
2092,261726.0
2516,224539.0
150,106150.0
1656,151118.0
83,84980.0
2411,172175.0
795,70639.0
2312,241757.0
2917,85729.0
1624,186546.0
2215,299246.0
1211,158710.0
1485,163504.0
1024,187767.0
570,213508.0
2874,135896.0
700,165906.0
2756,202038.0
2022,176455.0
583,242266.0
2392,325013.0
2424,194819.0
212,139711.0
736,122418.0
1610,183708.0
890,109147.0
467,171806.0
578,261394.0
1747,183124.0
1149,160523.0
2758,272924.0
857,122282.0
2219,265171.0
733,99629.0
2909,127592.0
1798,266844.0
235,103526.0
2366,149940.0
1027,131014.0
1195,124717.0
1303,1322.0
148,206851.0
608,176225.0
2515,192107.0
821,259454.0
2500,264994.0
745,93244.0
741,140979.0
1611,113866.0
2532,104899.0
1081,247862.0
1692,401476.0
2520,199875.0
276,139438.0
1992,115167.0
663,14996.0
418,143110.0
1733,189275.0
2359,155724.0
253,187017.0
1518,167221.0
2035,140776.0
2919,84746.0
1540,234337.0
2120,150199.0
1674,172885.0
256,148119.0
2361,79958.0
978,70324.0
2280,154343.0
2095,232888.0
1709,321894.0
2801,250818.0
1246,90193.0
2373,130262.0
1055,286271.0
2017,110002.0
1099,283615.0
1344,82474.0
835,174396.0
1117,202455.0
2043,88839.0
2085,119274.0
410,164661.0
2650,123294.0
2867,161535.0
1668,113565.0
1161,174907.0
2122,162662.0
2539,136099.0
1047,144517.0
1445,112134.0
541,125309.0
569,212665.0
1276,113365.0
918,135599.0
326,160321.0
1936,103625.0
895,80586.0
257,147315.0
1241,202304.0
1545,110114.0
1189,171501.0
270,157048.0
2066,210128.0
693,110442.0
1259,197974.0
2916,147284.0
2321,271185.0
1977,106729.0
1895,158511.0
1240,165464.0
85,155962.0
1823,122739.0
825,315397.0
110,230342.0
697,120185.0
2297,103900.0
1231,136277.0
1355,130549.0
968,344109.0
584,234075.0
1315,124744.0
1606,137123.0
206,100631.0
1685,330449.0
2016,122890.0
869,208923.0
2135,121155.0
2346,179035.0
2430,248880.0
2198,69321.0
2652,121518.0
27,105743.0
241,162929.0
906,130898.0
1506,101243.0
2098,358069.0
1435,238480.0
2213,123140.0
1274,142423.0
743,34118.0
1737,185555.0
2797,289855.0
2185,86694.0
58,185558.0
830,205132.0
808,147278.0
680,154810.0
1153,115085.0
1291,128768.0
1818,206118.0
2161,187449.0
1883,117292.0
350,385120.0
2473,144186.0
295,187896.0
293,203733.0
859,113468.0
288,43971.0
1578,144940.0
102,203623.0
2831,181530.0
1030,166980.0
2551,136383.0
1286,142523.0
958,307713.0
776,128552.0
72,229688.0
2263,244139.0
1866,157263.0
2876,42504.0
2146,259023.0
103,185767.0
1500,166866.0
492,183147.0
167,135626.0
2597,102135.0
2685,92619.0
1035,148114.0
1220,41489.0
2602,150794.0
2159,214143.0
695,158508.0
1109,270986.0
640,206080.0
1652,159272.0
2090,185152.0
1188,199618.0
2345,245688.0
1059,394377.0
2751,234771.0
128,240208.0
1523,171538.0
2925,172278.0
2145,339566.0
1121,210272.0
566,296103.0
565,222714.0
1331,134397.0
2928,117299.0
156,138429.0
797,156804.0
327,92969.0
2859,138157.0
1453,103756.0
1762,364725.0
1868,202697.0
1760,181634.0
1113,247779.0
1812,190762.0
117,169953.0
1142,236071.0
2342,363044.0
927,115508.0
2478,189972.0
655,51312.0
2064,102402.0
369,246333.0
2239,107041.0
2732,228778.0
1653,167060.0
959,204146.0
2395,318026.0
1412,112376.0
271,248938.0
1484,164294.0
1497,152233.0
552,193369.0
2,108092.0
1855,338943.0
4,277754.0
2292,165582.0
134,140873.0
646,104470.0
42,287321.0
532,227845.0
713,96795.0
2561,136170.0
2360,114000.0
1333,118376.0
1407,177232.0
2892,287138.0
574,241309.0
1227,192796.0
2591,243251.0
1476,228604.0
1125,264071.0
1446,120646.0
408,120193.0
1101,294954.0
2251,195011.0
373,211439.0
2554,101936.0
2382,255495.0
1985,68562.0
519,233724.0
1093,198415.0
864,256756.0
2889,159590.0
2308,239406.0
986,157856.0
1302,164611.0
585,166119.0
2708,146482.0
147,140690.0
1441,234330.0
383,172495.0
285,164331.0
181,111141.0
358,169489.0
780,187737.0
258,207272.0
1865,247883.0
692,128646.0
2902,348819.0
508,261047.0
2638,146008.0
36,162174.0
611,185912.0
2281,114779.0
1678,138824.0
1696,452358.0
1557,67418.0
2180,156367.0
1726,215965.0
951,144324.0
267,227153.0
2706,144298.0
2221,234193.0
1357,169702.0
2901,329123.0
347,197388.0
2164,195877.0
1586,316625.0
360,157230.0
1769,239958.0
2617,174349.0
1879,157061.0
991,236865.0
1535,107648.0
1191,146797.0
1579,209235.0
1882,132252.0
1510,104453.0
2196,183054.0
1845,191611.0
2336,325457.0
942,85594.0
861,110390.0
2555,90711.0
1392,161496.0
2099,261422.0
1543,142233.0
948,290951.0
1239,160323.0
22,191419.0
2796,270941.0
2747,195070.0
92,291842.0
210,177408.0
1858,229628.0
2228,191338.0
447,210950.0
827,266662.0
1649,231638.0
682,134656.0
2698,110027.0
494,183124.0
214,117614.0
2441,238909.0
2679,95669.0
1336,102508.0
465,187225.0
1524,141191.0
2543,112747.0
631,133571.0
2452,306618.0
228,165012.0
126,210520.0
1092,225324.0
1122,190916.0
932,232179.0
1980,76747.0
2171,97251.0
551,158848.0
2768,182086.0
2056,101105.0
1159,343737.0
2645,131303.0
1174,189845.0
2266,224473.0
2462,398391.0
1219,128538.0
2922,214766.0
118,151521.0
474,177406.0
2576,165087.0
872,299797.0
1077,218154.0
1536,139106.0
1150,109349.0
2341,321693.0
1931,126942.0
2785,120820.0
2538,125052.0
597,233794.0
464,203487.0
233,239783.0
2169,130443.0
2123,161435.0
1867,182603.0
137,281799.0
515,236174.0
933,137901.0
2784,180049.0
972,184249.0
599,158761.0
2614,120420.0
2582,150838.0
1409,149524.0
175,69879.0
352,218546.0
976,76791.0
2134,198178.0
984,109601.0
2396,346391.0
1673,156320.0
404,150849.0
607,161501.0
814,192689.0
868,201666.0
2271,187582.0
1633,240430.0
337,184131.0
2765,185855.0
1746,259527.0
368,291697.0
2806,219797.0
1662,202919.0
1234,213739.0
1373,130960.0
1672,102184.0
1939,121615.0
